"title","summary","sector","stage","targetAmount","currency","problem_statement","problem_targetMarket","problem_marketSize","solution_description","solution_uniqueValue","solution_competitiveAdvantage","businessModel_revenueStreams","businessModel_pricingStrategy","businessModel_customerAcquisition","financials_currentRevenue","financials_projectedRevenue","financials_burnRate","financials_runway","status"
"NanoChain Ethiopia","Improves agriculture efficiency by 38% for over 70,328 businesses in Ethiopia","healthcare","scaling","17482435","USD","36% of SMEs in Ethiopia lack access to affordable financing, leaving a $8.7B funding gap","retail distributors in Addis Ababa","$13.9B addressable market in Ethiopia and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","4x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Ethiopia industry associations and 2-year data advantage","$36/month SaaS subscription plus 3.3% transaction fee","$464 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 6 signed enterprise LOIs","$0 pre-revenue","$15.5M ARR by Year 2","$104,000/month","11 months","approved"
"DataSync Global","Improves manufacturing efficiency by 44% for over 61,934 businesses in Global","fintech","idea","14896996","USD","34% of SMEs in Global lack access to affordable financing, leaving a $2.5B funding gap","SMEs in global markets","$11.3B addressable market in Global and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","4x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Global industry associations and 1-year data advantage","$37/month SaaS subscription plus 2.2% transaction fee","$140 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$0 pre-revenue","$8.1M ARR by Year 5","$102,000/month","17 months","approved"
"HealthFlow Kenya","Improves healthcare efficiency by 60% for over 25,870 businesses in Kenya","education","mvp","9649751","USD","Hospitals in Nairobi spend 65% more on logistics due to fragmented procurement systems, wasting $9.6B yearly","smallholder farmers in Nairobi","$18.0B addressable market in Kenya and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","4x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Kenya industry associations and 4-year data advantage","$97/month SaaS subscription plus 2.9% transaction fee","$277 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 10 signed enterprise LOIs","$36,000 MRR","$3.0M ARR by Year 3","$116,000/month","23 months","approved"
"PayPro Tanzania","Improves manufacturing efficiency by 42% for over 52,945 businesses in Tanzania","agriculture","early-revenue","16057248","USD","49% of produce in Tanzania spoils before reaching market, costing suppliers $1.9B annually","retail distributors in Dar es Salaam","$14.5B addressable market in Tanzania and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","3x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Tanzania industry associations and 3-year data advantage","$32/month SaaS subscription plus 1.4% transaction fee","$837 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 9 signed enterprise LOIs","$136,000 ARR","$18.4M ARR by Year 4","$17,000/month","24 months","approved"
"FarmSync Kenya","Improves agriculture efficiency by 66% for over 19,563 businesses in Kenya","energy","scaling","4086814","USD","Hospitals in Nairobi spend 54% more on logistics due to fragmented procurement systems, wasting $1.4B yearly","smallholder farmers in Nairobi","$15.7B addressable market in Kenya and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","3x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Kenya industry associations and 1-year data advantage","$197/month SaaS subscription plus 4.5% transaction fee","$410 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 10 signed enterprise LOIs","$38,000 MRR","$20.2M ARR by Year 2","$46,000/month","15 months","approved"
"SolarGrid South Africa","Improves retail efficiency by 38% for over 55,650 businesses in South Africa","real_estate","idea","5531167","USD","50% of produce in South Africa spoils before reaching market, costing suppliers $2.3B annually","smallholder farmers in Cape Town","$10.8B addressable market in South Africa and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","5x cheaper than regional competitors with 1 patents filed","Exclusive partnership with South Africa industry associations and 1-year data advantage","$87/month SaaS subscription plus 1.5% transaction fee","$646 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 13 signed enterprise LOIs","$0 pre-revenue","$1.1M ARR by Year 2","$21,000/month","22 months","approved"
"GridPro Kenya","Improves healthcare efficiency by 49% for over 61,375 businesses in Kenya","manufacturing","mvp","819291","USD","65% of SMEs in Kenya lack access to affordable financing, leaving a $8.3B funding gap","manufacturing firms in Nairobi","$2.0B addressable market in Kenya and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","5x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Kenya industry associations and 3-year data advantage","$146/month SaaS subscription plus 3.9% transaction fee","$659 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$68,000 ARR","$16.4M ARR by Year 5","$81,000/month","17 months","approved"
"RetailSense Global","Improves manufacturing efficiency by 55% for over 51,858 businesses in Global","retail","early-revenue","9815806","USD","Hospitals in global markets spend 47% more on logistics due to fragmented procurement systems, wasting $1.3B yearly","retail distributors in global markets","$8.0B addressable market in Global and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","2x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Global industry associations and 4-year data advantage","$60/month SaaS subscription plus 4.9% transaction fee","$512 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 13 signed enterprise LOIs","$67,000 MRR","$5.0M ARR by Year 3","$85,000/month","20 months","approved"
"ChainHub Nigeria","Improves agriculture efficiency by 67% for over 34,494 businesses in Nigeria","other","scaling","18481991","USD","36% of produce in Nigeria spoils before reaching market, costing suppliers $8.4B annually","smallholder farmers in Lagos","$7.0B addressable market in Nigeria and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","2x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Nigeria industry associations and 4-year data advantage","$199/month SaaS subscription plus 3.8% transaction fee","$287 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$49,000 MRR","$10.0M ARR by Year 4","$72,000/month","22 months","approved"
"TrackHub Nigeria","Improves retail efficiency by 50% for over 8,311 businesses in Nigeria","technology","idea","6065472","USD","69% of retail operations in Nigeria remain manual, causing $9.1B in annual losses","manufacturing firms in Lagos","$7.9B addressable market in Nigeria and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","4x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Nigeria industry associations and 4-year data advantage","$65/month SaaS subscription plus 3.9% transaction fee","$210 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 8 signed enterprise LOIs","$35,000 MRR","$11.9M ARR by Year 2","$108,000/month","12 months","approved"
"AgriChain Kenya","Improves supply chain efficiency by 47% for over 19,181 businesses in Kenya","healthcare","mvp","12931884","USD","58% of SMEs in Kenya lack access to affordable financing, leaving a $8.7B funding gap","retail distributors in Nairobi","$12.2B addressable market in Kenya and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","2x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Kenya industry associations and 2-year data advantage","$63/month SaaS subscription plus 4.3% transaction fee","$466 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$56,000 MRR","$6.9M ARR by Year 2","$33,000/month","10 months","approved"
"PayPro Ethiopia","Improves agriculture efficiency by 29% for over 31,747 businesses in Ethiopia","fintech","early-revenue","10303626","USD","39% of produce in Ethiopia spoils before reaching market, costing suppliers $7.0B annually","retail distributors in Addis Ababa","$19.6B addressable market in Ethiopia and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Ethiopia industry associations and 2-year data advantage","$90/month SaaS subscription plus 2.2% transaction fee","$847 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$71,000 ARR","$17.7M ARR by Year 3","$36,000/month","17 months","approved"
"FarmGrid Global","Improves retail efficiency by 56% for over 84,012 businesses in Global","education","scaling","6163228","USD","42% of SMEs in Global lack access to affordable financing, leaving a $2.9B funding gap","SMEs in global markets","$4.6B addressable market in Global and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","4x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Global industry associations and 4-year data advantage","$122/month SaaS subscription plus 1.2% transaction fee","$615 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 9 signed enterprise LOIs","$85,000 ARR","$8.0M ARR by Year 4","$9,000/month","20 months","approved"
"PayTrack Ethiopia","Improves agriculture efficiency by 68% for over 52,985 businesses in Ethiopia","agriculture","idea","1768908","USD","22% of produce in Ethiopia spoils before reaching market, costing suppliers $9.6B annually","urban hospitals in Addis Ababa","$1.0B addressable market in Ethiopia and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","5x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Ethiopia industry associations and 3-year data advantage","$188/month SaaS subscription plus 2.9% transaction fee","$791 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 2 signed enterprise LOIs","$34,000 MRR","$14.3M ARR by Year 2","$30,000/month","12 months","approved"
"SecureWorks South Africa","Improves supply chain efficiency by 56% for over 16,930 businesses in South Africa","energy","mvp","7071714","USD","26% of produce in South Africa spoils before reaching market, costing suppliers $4.8B annually","smallholder farmers in Cape Town","$20.4B addressable market in South Africa and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","5x cheaper than regional competitors with 1 patents filed","Exclusive partnership with South Africa industry associations and 3-year data advantage","$72/month SaaS subscription plus 2.4% transaction fee","$379 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$0 pre-revenue","$15.1M ARR by Year 4","$22,000/month","19 months","approved"
"BuildLink Nigeria","Improves agriculture efficiency by 52% for over 51,465 businesses in Nigeria","real_estate","early-revenue","5672845","USD","68% of produce in Nigeria spoils before reaching market, costing suppliers $5.4B annually","SMEs in Lagos","$8.2B addressable market in Nigeria and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","5x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Nigeria industry associations and 4-year data advantage","$142/month SaaS subscription plus 4.3% transaction fee","$84 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$91,000 ARR","$20.8M ARR by Year 2","$8,000/month","16 months","approved"
"TrackLink Tanzania","Improves manufacturing efficiency by 67% for over 20,199 businesses in Tanzania","manufacturing","scaling","1489958","USD","Hospitals in Dar es Salaam spend 66% more on logistics due to fragmented procurement systems, wasting $7.8B yearly","urban hospitals in Dar es Salaam","$14.1B addressable market in Tanzania and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","4x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Tanzania industry associations and 4-year data advantage","$143/month SaaS subscription plus 1.5% transaction fee","$350 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$0 pre-revenue","$2.9M ARR by Year 3","$79,000/month","10 months","approved"
"EduSync Kenya","Improves manufacturing efficiency by 35% for over 57,947 businesses in Kenya","retail","idea","14808811","USD","31% of SMEs in Kenya lack access to affordable financing, leaving a $9.0B funding gap","SMEs in Nairobi","$5.7B addressable market in Kenya and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","4x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Kenya industry associations and 2-year data advantage","$111/month SaaS subscription plus 2.8% transaction fee","$535 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$37,000 MRR","$4.5M ARR by Year 4","$112,000/month","18 months","approved"
"FinSync Nigeria","Improves healthcare efficiency by 59% for over 43,495 businesses in Nigeria","other","mvp","18994934","USD","Hospitals in Lagos spend 37% more on logistics due to fragmented procurement systems, wasting $1.3B yearly","retail distributors in Lagos","$15.8B addressable market in Nigeria and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","3x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Nigeria industry associations and 1-year data advantage","$55/month SaaS subscription plus 1.9% transaction fee","$915 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 9 signed enterprise LOIs","$17,000 ARR","$2.0M ARR by Year 2","$15,000/month","8 months","approved"
"GridPro Kenya","Improves healthcare efficiency by 30% for over 84,671 businesses in Kenya","technology","early-revenue","11900529","USD","22% of healthcare operations in Kenya remain manual, causing $2.9B in annual losses","manufacturing firms in Nairobi","$18.3B addressable market in Kenya and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","3x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Kenya industry associations and 3-year data advantage","$197/month SaaS subscription plus 3.1% transaction fee","$823 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$34,000 MRR","$14.2M ARR by Year 3","$40,000/month","20 months","approved"
"DataSync Egypt","Improves supply chain efficiency by 44% for over 68,209 businesses in Egypt","healthcare","scaling","8664631","USD","59% of SMEs in Egypt lack access to affordable financing, leaving a $3.9B funding gap","retail distributors in Cairo","$7.7B addressable market in Egypt and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Egypt industry associations and 3-year data advantage","$30/month SaaS subscription plus 2.4% transaction fee","$454 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$35,000 MRR","$9.5M ARR by Year 4","$15,000/month","15 months","approved"
"RetailPro Ethiopia","Improves retail efficiency by 26% for over 48,439 businesses in Ethiopia","fintech","idea","18150258","USD","23% of SMEs in Ethiopia lack access to affordable financing, leaving a $2.4B funding gap","retail distributors in Addis Ababa","$12.1B addressable market in Ethiopia and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","4x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Ethiopia industry associations and 1-year data advantage","$114/month SaaS subscription plus 4.4% transaction fee","$886 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$28,000 ARR","$20.8M ARR by Year 5","$52,000/month","21 months","approved"
"ColdPro Global","Improves manufacturing efficiency by 31% for over 42,965 businesses in Global","education","mvp","649903","USD","59% of manufacturing operations in Global remain manual, causing $1.0B in annual losses","manufacturing firms in global markets","$17.2B addressable market in Global and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","4x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Global industry associations and 4-year data advantage","$126/month SaaS subscription plus 1.2% transaction fee","$140 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 10 signed enterprise LOIs","$15,000 ARR","$5.0M ARR by Year 5","$70,000/month","19 months","approved"
"AquaChain Kenya","Improves agriculture efficiency by 38% for over 45,051 businesses in Kenya","agriculture","early-revenue","2082420","USD","Hospitals in Nairobi spend 67% more on logistics due to fragmented procurement systems, wasting $4.2B yearly","retail distributors in Nairobi","$18.2B addressable market in Kenya and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","5x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Kenya industry associations and 4-year data advantage","$127/month SaaS subscription plus 4.0% transaction fee","$670 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$77,000 MRR","$3.2M ARR by Year 4","$64,000/month","21 months","approved"
"SolarSense Kenya","Improves manufacturing efficiency by 27% for over 20,759 businesses in Kenya","energy","scaling","800734","USD","Hospitals in Nairobi spend 51% more on logistics due to fragmented procurement systems, wasting $3.5B yearly","smallholder farmers in Nairobi","$11.2B addressable market in Kenya and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","5x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Kenya industry associations and 2-year data advantage","$151/month SaaS subscription plus 3.6% transaction fee","$944 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$53,000 ARR","$19.8M ARR by Year 4","$106,000/month","21 months","approved"
"DataLogic Global","Improves supply chain efficiency by 51% for over 17,033 businesses in Global","real_estate","idea","7998714","USD","Hospitals in global markets spend 52% more on logistics due to fragmented procurement systems, wasting $3.9B yearly","smallholder farmers in global markets","$6.8B addressable market in Global and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","3x cheaper than regional competitors with 7 patents filed","Exclusive partnership with Global industry associations and 4-year data advantage","$118/month SaaS subscription plus 4.4% transaction fee","$945 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$0 pre-revenue","$3.2M ARR by Year 2","$99,000/month","10 months","approved"
"ColdPro Ethiopia","Improves agriculture efficiency by 47% for over 5,176 businesses in Ethiopia","manufacturing","mvp","5262803","USD","Hospitals in Addis Ababa spend 38% more on logistics due to fragmented procurement systems, wasting $9.6B yearly","urban hospitals in Addis Ababa","$16.5B addressable market in Ethiopia and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","2x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Ethiopia industry associations and 2-year data advantage","$149/month SaaS subscription plus 1.7% transaction fee","$980 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$0 pre-revenue","$12.8M ARR by Year 2","$79,000/month","23 months","approved"
"GridHub Nigeria","Improves retail efficiency by 30% for over 41,239 businesses in Nigeria","retail","early-revenue","16134940","USD","56% of produce in Nigeria spoils before reaching market, costing suppliers $6.6B annually","manufacturing firms in Lagos","$17.6B addressable market in Nigeria and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Nigeria industry associations and 1-year data advantage","$109/month SaaS subscription plus 3.5% transaction fee","$770 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 15 signed enterprise LOIs","$0 pre-revenue","$10.7M ARR by Year 5","$36,000/month","15 months","approved"
"AquaCloud Ethiopia","Improves agriculture efficiency by 43% for over 21,601 businesses in Ethiopia","other","scaling","16285059","USD","39% of SMEs in Ethiopia lack access to affordable financing, leaving a $8.1B funding gap","retail distributors in Addis Ababa","$18.3B addressable market in Ethiopia and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","3x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Ethiopia industry associations and 3-year data advantage","$123/month SaaS subscription plus 4.9% transaction fee","$971 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 5 signed enterprise LOIs","$0 pre-revenue","$14.5M ARR by Year 5","$60,000/month","17 months","approved"
"ColdSync Tanzania","Improves retail efficiency by 46% for over 16,300 businesses in Tanzania","technology","idea","2662052","USD","34% of retail operations in Tanzania remain manual, causing $4.5B in annual losses","SMEs in Dar es Salaam","$4.5B addressable market in Tanzania and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","3x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Tanzania industry associations and 4-year data advantage","$187/month SaaS subscription plus 1.8% transaction fee","$92 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 8 signed enterprise LOIs","$18,000 ARR","$4.7M ARR by Year 5","$24,000/month","24 months","approved"
"GridGrid Nigeria","Improves agriculture efficiency by 66% for over 39,421 businesses in Nigeria","healthcare","mvp","2961576","USD","40% of produce in Nigeria spoils before reaching market, costing suppliers $3.5B annually","SMEs in Lagos","$1.3B addressable market in Nigeria and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Nigeria industry associations and 4-year data advantage","$175/month SaaS subscription plus 1.9% transaction fee","$226 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 13 signed enterprise LOIs","$69,000 MRR","$4.8M ARR by Year 2","$102,000/month","20 months","approved"
"ChainSense Tanzania","Improves retail efficiency by 28% for over 85,024 businesses in Tanzania","fintech","early-revenue","3266655","USD","23% of SMEs in Tanzania lack access to affordable financing, leaving a $3.9B funding gap","SMEs in Dar es Salaam","$18.5B addressable market in Tanzania and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","3x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Tanzania industry associations and 1-year data advantage","$160/month SaaS subscription plus 4.1% transaction fee","$102 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$0 pre-revenue","$3.3M ARR by Year 3","$20,000/month","12 months","approved"
"EduWorks Global","Improves agriculture efficiency by 54% for over 51,512 businesses in Global","education","scaling","1311145","USD","66% of SMEs in Global lack access to affordable financing, leaving a $3.2B funding gap","urban hospitals in global markets","$5.2B addressable market in Global and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 7 patents filed","Exclusive partnership with Global industry associations and 2-year data advantage","$191/month SaaS subscription plus 4.4% transaction fee","$296 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 7 signed enterprise LOIs","$0 pre-revenue","$13.0M ARR by Year 2","$50,000/month","21 months","approved"
"MediLabs Uganda","Improves supply chain efficiency by 67% for over 64,776 businesses in Uganda","agriculture","idea","10998412","USD","43% of SMEs in Uganda lack access to affordable financing, leaving a $2.0B funding gap","retail distributors in Kampala","$6.7B addressable market in Uganda and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","2x cheaper than regional competitors with 7 patents filed","Exclusive partnership with Uganda industry associations and 4-year data advantage","$105/month SaaS subscription plus 3.7% transaction fee","$993 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 2 signed enterprise LOIs","$25,000 MRR","$3.3M ARR by Year 5","$23,000/month","13 months","approved"
"FarmPulse Uganda","Improves agriculture efficiency by 68% for over 59,077 businesses in Uganda","energy","mvp","5564628","USD","50% of agriculture operations in Uganda remain manual, causing $2.5B in annual losses","SMEs in Kampala","$6.8B addressable market in Uganda and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","2x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Uganda industry associations and 3-year data advantage","$88/month SaaS subscription plus 3.9% transaction fee","$390 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$56,000 MRR","$9.0M ARR by Year 3","$48,000/month","21 months","approved"
"ColdLabs Egypt","Improves supply chain efficiency by 60% for over 33,586 businesses in Egypt","real_estate","early-revenue","19435548","USD","20% of SMEs in Egypt lack access to affordable financing, leaving a $5.8B funding gap","manufacturing firms in Cairo","$7.4B addressable market in Egypt and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","3x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Egypt industry associations and 1-year data advantage","$76/month SaaS subscription plus 1.6% transaction fee","$709 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 11 signed enterprise LOIs","$68,000 MRR","$16.1M ARR by Year 3","$19,000/month","12 months","approved"
"SecureLink Nigeria","Improves retail efficiency by 62% for over 30,331 businesses in Nigeria","manufacturing","scaling","1754596","USD","62% of produce in Nigeria spoils before reaching market, costing suppliers $3.3B annually","retail distributors in Lagos","$6.0B addressable market in Nigeria and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","4x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Nigeria industry associations and 4-year data advantage","$181/month SaaS subscription plus 3.0% transaction fee","$829 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 2 signed enterprise LOIs","$138,000 ARR","$5.3M ARR by Year 4","$97,000/month","13 months","approved"
"GridLabs Tanzania","Improves supply chain efficiency by 29% for over 33,501 businesses in Tanzania","retail","idea","4503558","USD","39% of SMEs in Tanzania lack access to affordable financing, leaving a $1.8B funding gap","urban hospitals in Dar es Salaam","$15.3B addressable market in Tanzania and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","3x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Tanzania industry associations and 4-year data advantage","$101/month SaaS subscription plus 1.2% transaction fee","$497 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 9 signed enterprise LOIs","$23,000 MRR","$11.3M ARR by Year 5","$118,000/month","19 months","approved"
"HealthCloud Egypt","Improves supply chain efficiency by 62% for over 81,141 businesses in Egypt","other","mvp","14217248","USD","44% of SMEs in Egypt lack access to affordable financing, leaving a $6.2B funding gap","smallholder farmers in Cairo","$5.8B addressable market in Egypt and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","5x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Egypt industry associations and 3-year data advantage","$69/month SaaS subscription plus 1.9% transaction fee","$250 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 13 signed enterprise LOIs","$15,000 MRR","$5.3M ARR by Year 5","$57,000/month","21 months","approved"
"VisionCloud Egypt","Improves agriculture efficiency by 55% for over 6,362 businesses in Egypt","technology","early-revenue","12799821","USD","Hospitals in Cairo spend 55% more on logistics due to fragmented procurement systems, wasting $5.1B yearly","retail distributors in Cairo","$7.2B addressable market in Egypt and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","5x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Egypt industry associations and 4-year data advantage","$89/month SaaS subscription plus 1.4% transaction fee","$598 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 13 signed enterprise LOIs","$106,000 ARR","$4.5M ARR by Year 4","$23,000/month","22 months","approved"
"PayLogic Egypt","Improves agriculture efficiency by 54% for over 71,123 businesses in Egypt","healthcare","scaling","19818866","USD","49% of SMEs in Egypt lack access to affordable financing, leaving a $1.5B funding gap","retail distributors in Cairo","$18.3B addressable market in Egypt and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","2x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Egypt industry associations and 3-year data advantage","$109/month SaaS subscription plus 1.0% transaction fee","$211 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$99,000 ARR","$15.3M ARR by Year 2","$25,000/month","24 months","approved"
"ChainLink Nigeria","Improves supply chain efficiency by 35% for over 74,734 businesses in Nigeria","fintech","idea","14149046","USD","31% of produce in Nigeria spoils before reaching market, costing suppliers $6.8B annually","SMEs in Lagos","$16.0B addressable market in Nigeria and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","4x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Nigeria industry associations and 1-year data advantage","$182/month SaaS subscription plus 2.4% transaction fee","$299 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 6 signed enterprise LOIs","$137,000 ARR","$7.1M ARR by Year 2","$52,000/month","9 months","approved"
"AquaFlow Tanzania","Improves retail efficiency by 46% for over 33,702 businesses in Tanzania","education","mvp","4413844","USD","56% of SMEs in Tanzania lack access to affordable financing, leaving a $8.1B funding gap","SMEs in Dar es Salaam","$2.1B addressable market in Tanzania and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","3x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Tanzania industry associations and 4-year data advantage","$154/month SaaS subscription plus 2.4% transaction fee","$187 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 9 signed enterprise LOIs","$53,000 MRR","$20.9M ARR by Year 3","$11,000/month","16 months","approved"
"EduSense Nigeria","Improves supply chain efficiency by 66% for over 32,330 businesses in Nigeria","agriculture","early-revenue","8088538","USD","27% of produce in Nigeria spoils before reaching market, costing suppliers $3.6B annually","smallholder farmers in Lagos","$1.0B addressable market in Nigeria and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","3x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Nigeria industry associations and 1-year data advantage","$138/month SaaS subscription plus 2.2% transaction fee","$657 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$53,000 ARR","$12.6M ARR by Year 3","$70,000/month","17 months","approved"
